Data as of,Start Week,End Week,State,Condition Group,Condition,ICD10_codes,Age Group,Number of Mentions,Flag
12/06/2020,02/01/2020,12/05/2020,RI,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",75-84,49.0,
12/06/2020,02/01/2020,12/05/2020,RI,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",85+,166.0,
12/06/2020,02/01/2020,12/05/2020,RI,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,RI,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,238.0,
12/06/2020,02/01/2020,12/05/2020,RI,Renal failure,Renal failure,N17-N19,0-24,0.0,
12/06/2020,02/01/2020,12/05/2020,RI,Renal failure,Renal failure,N17-N19,25-34,0.0,
12/06/2020,02/01/2020,12/05/2020,RI,Renal failure,Renal failure,N17-N19,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,RI,Renal failure,Renal failure,N17-N19,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,RI,Renal failure,Renal failure,N17-N19,55-64,10.0,
12/06/2020,02/01/2020,12/05/2020,RI,Renal failure,Renal failure,N17-N19,65-74,27.0,
12/06/2020,02/01/2020,12/05/2020,RI,Renal failure,Renal failure,N17-N19,75-84,32.0,
12/06/2020,02/01/2020,12/05/2020,RI,Renal failure,Renal failure,N17-N19,85+,60.0,
12/06/2020,02/01/2020,12/05/2020,RI,Renal failure,Renal failure,N17-N19,Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,RI,Renal failure,Renal failure,N17-N19,All Ages,133.0,
12/06/2020,02/01/2020,12/05/2020,RI,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",0-24,0.0,
12/06/2020,02/01/2020,12/05/2020,RI,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,RI,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,RI,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",45-54,0.0,
12/06/2020,02/01/2020,12/05/2020,RI,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",55-64,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,RI,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",65-74,18.0,
12/06/2020,02/01/2020,12/05/2020,RI,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",75-84,16.0,
12/06/2020,02/01/2020,12/05/2020,RI,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",85+,39.0,
12/06/2020,02/01/2020,12/05/2020,RI,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,RI,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,90.0,
12/06/2020,02/01/2020,12/05/2020,RI,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,RI,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,RI,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",35-44,17.0,
12/06/2020,02/01/2020,12/05/2020,RI,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",45-54,19.0,
12/06/2020,02/01/2020,12/05/2020,RI,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",55-64,69.0,
12/06/2020,02/01/2020,12/05/2020,RI,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",65-74,148.0,
12/06/2020,02/01/2020,12/05/2020,RI,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",75-84,182.0,
12/06/2020,02/01/2020,12/05/2020,RI,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",85+,317.0,
12/06/2020,02/01/2020,12/05/2020,RI,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,RI,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,760.0,
12/06/2020,02/01/2020,12/05/2020,SC,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,SC,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,17.0,
12/06/2020,02/01/2020,12/05/2020,SC,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,28.0,
12/06/2020,02/01/2020,12/05/2020,SC,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,70.0,
12/06/2020,02/01/2020,12/05/2020,SC,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,233.0,
12/06/2020,02/01/2020,12/05/2020,SC,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,462.0,
12/06/2020,02/01/2020,12/05/2020,SC,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,517.0,
12/06/2020,02/01/2020,12/05/2020,SC,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,435.0,
12/06/2020,02/01/2020,12/05/2020,SC,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,SC,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,1764.0,
12/06/2020,02/01/2020,12/05/2020,SC,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,0.0,
12/06/2020,02/01/2020,12/05/2020,SC,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,0.0,
12/06/2020,02/01/2020,12/05/2020,SC,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,SC,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,15.0,
12/06/2020,02/01/2020,12/05/2020,SC,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,44.0,
12/06/2020,02/01/2020,12/05/2020,SC,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,125.0,
12/06/2020,02/01/2020,12/05/2020,SC,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,166.0,
12/06/2020,02/01/2020,12/05/2020,SC,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,87.0,
12/06/2020,02/01/2020,12/05/2020,SC,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,SC,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,438.0,
12/06/2020,02/01/2020,12/05/2020,SC,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,0.0,
12/06/2020,02/01/2020,12/05/2020,SC,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,SC,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,23.0,
12/06/2020,02/01/2020,12/05/2020,SC,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,49.0,
12/06/2020,02/01/2020,12/05/2020,SC,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,116.0,
12/06/2020,02/01/2020,12/05/2020,SC,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,171.0,
12/06/2020,02/01/2020,12/05/2020,SC,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,124.0,
12/06/2020,02/01/2020,12/05/2020,SC,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,45.0,
12/06/2020,02/01/2020,12/05/2020,SC,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,SC,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,533.0,
12/06/2020,02/01/2020,12/05/2020,SC,Respiratory diseases,Respiratory failure,J96,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,SC,Respiratory diseases,Respiratory failure,J96,25-34,16.0,
12/06/2020,02/01/2020,12/05/2020,SC,Respiratory diseases,Respiratory failure,J96,35-44,35.0,
12/06/2020,02/01/2020,12/05/2020,SC,Respiratory diseases,Respiratory failure,J96,45-54,72.0,
12/06/2020,02/01/2020,12/05/2020,SC,Respiratory diseases,Respiratory failure,J96,55-64,281.0,
12/06/2020,02/01/2020,12/05/2020,SC,Respiratory diseases,Respiratory failure,J96,65-74,559.0,
12/06/2020,02/01/2020,12/05/2020,SC,Respiratory diseases,Respiratory failure,J96,75-84,708.0,
12/06/2020,02/01/2020,12/05/2020,SC,Respiratory diseases,Respiratory failure,J96,85+,488.0,
12/06/2020,02/01/2020,12/05/2020,SC,Respiratory diseases,Respiratory failure,J96,Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,SC,Respiratory diseases,Respiratory failure,J96,All Ages,2164.0,
12/06/2020,02/01/2020,12/05/2020,SC,Respiratory diseases,Respiratory arrest,R09.2,0-24,0.0,
12/06/2020,02/01/2020,12/05/2020,SC,Respiratory diseases,Respiratory arrest,R09.2,25-34,0.0,
12/06/2020,02/01/2020,12/05/2020,SC,Respiratory diseases,Respiratory arrest,R09.2,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,SC,Respiratory diseases,Respiratory arrest,R09.2,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,SC,Respiratory diseases,Respiratory arrest,R09.2,55-64,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,SC,Respiratory diseases,Respiratory arrest,R09.2,65-74,22.0,
12/06/2020,02/01/2020,12/05/2020,SC,Respiratory diseases,Respiratory arrest,R09.2,75-84,52.0,
12/06/2020,02/01/2020,12/05/2020,SC,Respiratory diseases,Respiratory arrest,R09.2,85+,47.0,
12/06/2020,02/01/2020,12/05/2020,SC,Respiratory diseases,Respiratory arrest,R09.2,Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,SC,Respiratory diseases,Respiratory arrest,R09.2,All Ages,136.0,
12/06/2020,02/01/2020,12/05/2020,SC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,SC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,SC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,SC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,SC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,39.0,
12/06/2020,02/01/2020,12/05/2020,SC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,82.0,
12/06/2020,02/01/2020,12/05/2020,SC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,70.0,
12/06/2020,02/01/2020,12/05/2020,SC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,52.0,
12/06/2020,02/01/2020,12/05/2020,SC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,SC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,259.0,
12/06/2020,02/01/2020,12/05/2020,SC,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,0.0,
12/06/2020,02/01/2020,12/05/2020,SC,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,SC,Circulatory diseases,Hypertensive diseases,I10-I15,35-44,11.0,
12/06/2020,02/01/2020,12/05/2020,SC,Circulatory diseases,Hypertensive diseases,I10-I15,45-54,29.0,
12/06/2020,02/01/2020,12/05/2020,SC,Circulatory diseases,Hypertensive diseases,I10-I15,55-64,93.0,
12/06/2020,02/01/2020,12/05/2020,SC,Circulatory diseases,Hypertensive diseases,I10-I15,65-74,182.0,
12/06/2020,02/01/2020,12/05/2020,SC,Circulatory diseases,Hypertensive diseases,I10-I15,75-84,214.0,
12/06/2020,02/01/2020,12/05/2020,SC,Circulatory diseases,Hypertensive diseases,I10-I15,85+,208.0,
12/06/2020,02/01/2020,12/05/2020,SC,Circulatory diseases,Hypertensive diseases,I10-I15,Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,SC,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,738.0,
12/06/2020,02/01/2020,12/05/2020,SC,Circulatory diseases,Ischemic heart disease,I20-I25,0-24,0.0,
12/06/2020,02/01/2020,12/05/2020,SC,Circulatory diseases,Ischemic heart disease,I20-I25,25-34,0.0,
12/06/2020,02/01/2020,12/05/2020,SC,Circulatory diseases,Ischemic heart disease,I20-I25,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,SC,Circulatory diseases,Ischemic heart disease,I20-I25,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,SC,Circulatory diseases,Ischemic heart disease,I20-I25,55-64,37.0,
12/06/2020,02/01/2020,12/05/2020,SC,Circulatory diseases,Ischemic heart disease,I20-I25,65-74,103.0,
12/06/2020,02/01/2020,12/05/2020,SC,Circulatory diseases,Ischemic heart disease,I20-I25,75-84,175.0,
12/06/2020,02/01/2020,12/05/2020,SC,Circulatory diseases,Ischemic heart disease,I20-I25,85+,128.0,
12/06/2020,02/01/2020,12/05/2020,SC,Circulatory diseases,Ischemic heart disease,I20-I25,Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,SC,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,451.0,
12/06/2020,02/01/2020,12/05/2020,SC,Circulatory diseases,Cardiac arrest,I46,0-24,0.0,
12/06/2020,02/01/2020,12/05/2020,SC,Circulatory diseases,Cardiac arrest,I46,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,SC,Circulatory diseases,Cardiac arrest,I46,35-44,11.0,
12/06/2020,02/01/2020,12/05/2020,SC,Circulatory diseases,Cardiac arrest,I46,45-54,17.0,
12/06/2020,02/01/2020,12/05/2020,SC,Circulatory diseases,Cardiac arrest,I46,55-64,61.0,
12/06/2020,02/01/2020,12/05/2020,SC,Circulatory diseases,Cardiac arrest,I46,65-74,98.0,
12/06/2020,02/01/2020,12/05/2020,SC,Circulatory diseases,Cardiac arrest,I46,75-84,117.0,
12/06/2020,02/01/2020,12/05/2020,SC,Circulatory diseases,Cardiac arrest,I46,85+,96.0,
12/06/2020,02/01/2020,12/05/2020,SC,Circulatory diseases,Cardiac arrest,I46,Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,SC,Circulatory diseases,Cardiac arrest,I46,All Ages,405.0,
12/06/2020,02/01/2020,12/05/2020,SC,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",0-24,0.0,
12/06/2020,02/01/2020,12/05/2020,SC,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",25-34,0.0,
12/06/2020,02/01/2020,12/05/2020,SC,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,SC,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,SC,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",55-64,36.0,
12/06/2020,02/01/2020,12/05/2020,SC,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",65-74,107.0,
12/06/2020,02/01/2020,12/05/2020,SC,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",75-84,164.0,
12/06/2020,02/01/2020,12/05/2020,SC,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",85+,134.0,
12/06/2020,02/01/2020,12/05/2020,SC,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,SC,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,450.0,
12/06/2020,02/01/2020,12/05/2020,SC,Circulatory diseases,Heart failure,I50,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,SC,Circulatory diseases,Heart failure,I50,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,SC,Circulatory diseases,Heart failure,I50,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,SC,Circulatory diseases,Heart failure,I50,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,SC,Circulatory diseases,Heart failure,I50,55-64,35.0,
12/06/2020,02/01/2020,12/05/2020,SC,Circulatory diseases,Heart failure,I50,65-74,82.0,
12/06/2020,02/01/2020,12/05/2020,SC,Circulatory diseases,Heart failure,I50,75-84,131.0,
12/06/2020,02/01/2020,12/05/2020,SC,Circulatory diseases,Heart failure,I50,85+,130.0,
12/06/2020,02/01/2020,12/05/2020,SC,Circulatory diseases,Heart failure,I50,Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,SC,Circulatory diseases,Heart failure,I50,All Ages,393.0,
12/06/2020,02/01/2020,12/05/2020,SC,Circulatory diseases,Cerebrovascular diseases,I60-I69,0-24,0.0,
12/06/2020,02/01/2020,12/05/2020,SC,Circulatory diseases,Cerebrovascular diseases,I60-I69,25-34,0.0,
12/06/2020,02/01/2020,12/05/2020,SC,Circulatory diseases,Cerebrovascular diseases,I60-I69,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,SC,Circulatory diseases,Cerebrovascular diseases,I60-I69,45-54,14.0,
12/06/2020,02/01/2020,12/05/2020,SC,Circulatory diseases,Cerebrovascular diseases,I60-I69,55-64,38.0,
12/06/2020,02/01/2020,12/05/2020,SC,Circulatory diseases,Cerebrovascular diseases,I60-I69,65-74,65.0,
12/06/2020,02/01/2020,12/05/2020,SC,Circulatory diseases,Cerebrovascular diseases,I60-I69,75-84,103.0,
12/06/2020,02/01/2020,12/05/2020,SC,Circulatory diseases,Cerebrovascular diseases,I60-I69,85+,70.0,
12/06/2020,02/01/2020,12/05/2020,SC,Circulatory diseases,Cerebrovascular diseases,I60-I69,Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,SC,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,298.0,
12/06/2020,02/01/2020,12/05/2020,SC,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,SC,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,SC,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,SC,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",45-54,16.0,
12/06/2020,02/01/2020,12/05/2020,SC,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",55-64,29.0,
12/06/2020,02/01/2020,12/05/2020,SC,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",65-74,102.0,
12/06/2020,02/01/2020,12/05/2020,SC,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",75-84,95.0,
12/06/2020,02/01/2020,12/05/2020,SC,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,64.0,
12/06/2020,02/01/2020,12/05/2020,SC,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,SC,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,316.0,
12/06/2020,02/01/2020,12/05/2020,SC,Sepsis,Sepsis,A40-A41,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,SC,Sepsis,Sepsis,A40-A41,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,SC,Sepsis,Sepsis,A40-A41,35-44,15.0,
12/06/2020,02/01/2020,12/05/2020,SC,Sepsis,Sepsis,A40-A41,45-54,26.0,
12/06/2020,02/01/2020,12/05/2020,SC,Sepsis,Sepsis,A40-A41,55-64,97.0,
12/06/2020,02/01/2020,12/05/2020,SC,Sepsis,Sepsis,A40-A41,65-74,212.0,
12/06/2020,02/01/2020,12/05/2020,SC,Sepsis,Sepsis,A40-A41,75-84,178.0,
12/06/2020,02/01/2020,12/05/2020,SC,Sepsis,Sepsis,A40-A41,85+,108.0,
12/06/2020,02/01/2020,12/05/2020,SC,Sepsis,Sepsis,A40-A41,Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,SC,Sepsis,Sepsis,A40-A41,All Ages,644.0,
12/06/2020,02/01/2020,12/05/2020,SC,Malignant neoplasms,Malignant neoplasms,C00-C97,0-24,0.0,
12/06/2020,02/01/2020,12/05/2020,SC,Malignant neoplasms,Malignant neoplasms,C00-C97,25-34,0.0,
